"","title","date"
"1738","식물 이름이랑 기르는 방법 좀 알려주세요","2017.02.07"
"1739","호접란 글올린 사람입니다 좀 더 자세한 사진 추가해요","2017.02.07"
"1740","형님 누님덜 이게 뭐시당가요","2017.02.07"
"1741","식물형님들 이거 어케해야 하나요","2017.02.07"
"1742","이거 이름이 뭔가요","2017.02.07"
"1743","수경재배 가능한 허브 있을까요","2017.02.07"
"1744","호접란을 선물받았는데 아이가 죽어가고있어요 도와주세요 ㅜㅜ","2017.02.07"
"1745","산하엽키우는 방법 궁금해요","2017.02.07"
"1746","이곳에 맞는 질문인지는 모르겠ㅇ데 이것들 종류 아시나요","2017.02.06"
"1747","이거 구입하려면 어떻게 해야 하나요","2017.02.06"
"1748","머지 않아 집안에서 led로 채소 재배 한다는데","2017.02.06"
"1749","제 율마가 왜 이럴까요","2017.02.06"
"1750","안녀하새요 기타은식겔러리애서 온 세우라고헤요","2017.02.06"
"1751","해피트리가 아파요ㅠ 도와주세요ㅠ","2017.02.06"
"1752","열차 옵니다 여러분","2017.02.06"
"1753","갤러리 순회열차 번째 역입니다","2017.02.06"
"1754","선인장파는 일본사이트 찾습니다","2017.02.06"
"1755","이거 이제 다 뽑아버리면 대나요","2017.02.06"
"1756","직접 재배해서 숙성한 포푸리 입니다","2017.02.06"
"1757","이 식물이름좀 알려주세여","2017.02.06"
"1758","로즈마리를 키우는데 ㅠ 잎끝이 ㅛ","2017.02.06"
"1759","갤러리 탐방열차  식물 갤러리","2017.02.06"
"1760","이 꽃 이름이 뭘까요","2017.02.06"
"1761","여자친구 선물용으로 꽃다발이나 꽃바구니 해주려고 합니다","2017.02.06"
"1762","저희 야자 좀 살려주새요ㅠㅠ","2017.02.06"
"1763","무늬으름덩굴에 투박하게 유약바른 화분 조합은","2017.02.06"
"1764","안녕하세요 물을안줘서그런건가요","2017.02.06"
"1765","이꽃 이름이 뭔가요","2017.02.06"
"1766","질문 좀 드릴께요","2017.02.06"
"1767","식물 거래하실분 있나요","2017.02.06"
"1768","이 꽃 이름좀 알려주세요","2017.02.06"
"1769","선인장을 선물 받았는데 이름이 뭘까요","2017.02.06"
"1770","다육이 이름 좀 알려주세요","2017.02.06"
"1771","산세베리아 키우기 시작한 뉴비인데요","2017.02.06"
"1772","꽃집에서 국화 파나요 겨울인데","2017.02.06"
"1773","행운목을 기르고있는데요","2017.02.06"
"1774","아보카도를 키우고 있는데 질문이 있습니다","2017.02.06"
"1775","옥상에서 기를 식물 추천해주세요","2017.02.06"
"1776","질문있습니다","2017.02.06"
"1777","식물추천좀 해주셈","2017.02.06"
"1778","성지에 계신 식물갤 여러분께 물어보고 싶습니다","2017.02.06"
"1779","안녕하세요 식물갤 여러분 질문이 있어서 여쭙습니다 스투키관련","2017.02.05"
"1780","하늘같은 위대한 멘탈과 상식을 가지신 식물갤 현자분들께 질문 올립니다","2017.02.05"
"1781","요즘 꽃집에서 자주보이는 삼종세트인데","2017.02.05"
"1782","이꽃 이름좀 알려주세요","2017.02.05"
"1783","칼란디바 꽃대 자르는게 어느 부분인가요","2017.02.05"
"1784","이 식물 이름이 뭘까요","2017.02.05"
"1785","선생님들 이 식물 이름이랑 키우는법 좀 간단히 알려주세요","2017.02.05"
"1786","부모님이 주신 풀이 죽어가는거 같아요 ㅜㅜ 도와주세요 ㅜㅜ","2017.02.05"
"1787","이 선인장 종류가 라메리 맞나요","2017.02.05"
"1788","이거 매화인가요 사과꽃인가요","2017.02.05"
"1789","긴기아난","2017.02.05"
"1790","이 꽃 이름을 알고 싶습니다","2017.02.05"
"1791","알로카시아가 이상해졌어요","2017.02.05"
"1792","혹시 이거 이름이 뭔가요","2017.02.05"
"1793","요즘 관심있는 식물","2017.02.05"
"1794","제 식물 잎이 노래지고 있어요 도와 주세요","2017.02.05"
"1795","이 꽃 이름이 궁금합니다","2017.02.05"
"1796","식물 잎에 강한 레이저를 반복적으로 쬐이면","2017.02.05"
"1797","아마릴리스가 꽃이 무거워서 기울어질때는 어떻게 해야하나요","2017.02.05"
"1798","오늘 산책하다 히아신스 호접란 미니수선화 샀는데용","2017.02.05"
"1799","이 식물이름이 어떻게되나요","2017.02.05"
"1800","이나무 이름이 먼가요","2017.02.05"
"1801","테이블야자를 두고 한 달 정도 집을 비워야합니다","2017.02.05"
"1802","이거 유명한식물같은데 이름이뭐져","2017.02.05"
"1803","산세베리아 잎 방향","2017.02.04"
"1804","저희 집 식물들 좀 봐주세요ㅠ","2017.02.04"
"1805","라즈베리 복분자 산딸기","2017.02.04"
"1806","년간 기른 다육이의 이름이 궁금합니다","2017.02.04"
"1807","우리 다육이 왜이러는걸까요","2017.02.04"
"1808","묘목이란게 어떤걸 말하는건가요","2017.02.04"
"1809","이 식물은 이름이 뭔가요","2017.02.04"
"1810","봄이 왔네요","2017.02.04"
"1811","봄되서 집에 화분 들이려는데 봐주세용","2017.02.04"
"1812","형님들 조언이필요합니다","2017.02.04"
"1813","행복나무 잎 상태가 이상합니다ㅜㅜ","2017.02.04"
"1814","테이블야자 질문드려요","2017.02.04"
"1815","아조시들 테라리움 만들 식물 추천좀 해주세요","2017.02.04"
"1816","이 꽃의 이름은","2017.02.04"
"1817","화분 큰거하나사서 합사시켜도 될까요","2017.02.04"
"1818","울어무니 갖고 싶어 하시는 식물인데 이름좀 알려주세요","2017.02.04"
"1819","이 식물이름 좀 알수있을까요","2017.02.04"
"1820","선물용 식물 추천해주세요","2017.02.04"
"1821","식물갤 횽아들 내 선인장도 좀 봐줘 ㅠㅠ","2017.02.04"
"1822","선인장 살릴 방법좀 알려주세요ㅠㅠ","2017.02.04"
"1823","안녕하세요 이 꽃 이름 좀 알수있을까요","2017.02.04"
"1824","얘좀살려주세요","2017.02.04"
"1825","이 꽃이 뭔지 알 수 있을까요","2017.02.04"
"1826","선인장이 아픈건가요","2017.02.03"
"1827","식물 배송 받았습니다 원예입갤이요 ㅎㅎ","2017.02.03"
"1828","백리향이 윈래 이런가요","2017.02.03"
"1829","오늘 꽃집에서 사왔는데 이름을 모르겠어요","2017.02.03"
"1830","화분을 키우고 싶어요","2017.02.03"
"1831","제 스투키가 왜 죽어가나요ㅠㅠ","2017.02.03"
"1832","횡성사는사람","2017.02.03"
"1833","사진없이 질문 드려요ㅠ","2017.02.03"
"1834","식물 갤러님덜  안녕하세요","2017.02.03"
"1835","테러하러 왔다가 치유되고 갑니다 기를만한 식물 추천 부탁드립니다","2017.02.03"
"1836","이 식물들은 어떤식으로 키워야하나요","2017.02.03"
"1837","재업 이 꽃 이름 아시는 분 있나요","2017.02.03"
"1838","선물을 받았는데 다 이름이 뭔가요","2017.02.03"
"1839","이꽃 뭔지 맞춰봐","2017.02.03"
"1840","이사갈 집에 폐허가된 정원이 있어요","2017.02.03"
"1841","이 식물 이름 아시는 분 있나요","2017.02.03"
"1842","화분 위치 좀 봐주세요햇빛관련","2017.02.03"
"1843","꽃집에서 사왔는데 어떤아이인지 모르겠어요 도와주세요","2017.02.03"
"1844","약혐식물 밥줬습니다","2017.02.03"
"1845","여기가 식갤인가요","2017.02.03"
"1846","혹시 이식물이 어떤식물인지 알려주실분 계신가요","2017.02.03"
"1847","집에서 년째 키우는 꽃인데 어떤가요","2017.02.03"
"1848","식물 냉해입으면 확 티나나요","2017.02.03"
"1849","프랜지파니 잎이 왜 이럴까요","2017.02.03"
"1850","오늘 꽃이 피었는데 이거 무슨 꽃인가요","2017.02.03"
"1851","상추나 치커리 같은 식물을 키우고 싶습니다","2017.02.03"
"1852","이 식물은 닦아줘야 할까요 계속 뭐가 납니다ㅠㅠ","2017.02.03"
"1853","꽃 꽃말 잘아시는분 계신가요","2017.02.03"
"1854","기르기 쉽고 기분 좋아지는 식물","2017.02.03"
"1855","겐챠야자가 죽어갑니다 ㅠㅠ 봐주세요 고수님들","2017.02.03"
"1856","이런 식물 이름 아는분","2017.02.03"
"1857","안녕하세요","2017.02.02"
"1858","식물갤 형님들 질문좀요","2017.02.02"
"1859","이 식물 이름이 뭔가요","2017.02.02"
"1860","꽃 시세 볼줄 아시는분","2017.02.02"
"1861","이 다육이 관리법 알 수 있을 까요","2017.02.02"
"1862","분재 기르는거 어렵나요","2017.02.02"
"1863","선인장 허브류에 해충 잘 생기나요","2017.02.02"
"1864","테이블 야자 상태 좀 봐주세요 ㅜ","2017.02.02"
"1865","나무이름과 관리법이 궁금해요","2017.02.02"
"1866","우리집 파리지옥","2017.02.02"
"1867","환락 선인장 키우는데","2017.02.02"
"1868","제발 좀 알려주세요 이탈리안 파슬리 수경재배","2017.02.02"
"1869","이거 식물이름뭔가요","2017.02.02"
"1870","이 꽃 이름이 뭔가요","2017.02.02"
"1871","식물갤 형들 우리 스투키가 이상해","2017.02.02"
"1872","요즘 꽃 많이 비싼가여","2017.02.02"
"1873","스투키가 죽어가는 건가요","2017.02.02"
"1874","이 식물 이름 아시는 분 계실까요ㅠㅠ","2017.02.02"
"1875","예루살렘 체리가 독성이 있나요","2017.02.02"
"1876","율마 화분의 응애와 거미","2017.02.02"
"1877","아가베 살 수 있을까요ㅠㅠ","2017.02.02"
"1878","식물이 얼어 죽어가요 ㅠ","2017.02.02"
"1879","소나무 분재를 기르고 싶은데 몇가지 질문 드립니다","2017.02.02"
"1880","실내 조명 질문","2017.02.01"
"1881","안녕하세요 이식물 이름좀 알 수 있을까요","2017.02.01"
"1882","안녕하세요 식물갤 여러분 놀러왔습니다","2017.02.01"
"1883","길거리에서 갑자기 꽃으로 심리테스트해주는 사람만났는데 뭐임","2017.02.01"
"1884","레몬을 키우고 있는데","2017.02.01"
"1885","이 꽃은 물망초입니다","2017.02.01"
"1886","꽃 이름좀 알 수 있을까요","2017.02.01"
"1887","이 꽃 이름이 뭔가요","2017.02.01"
"1888","혹시 이식물 뭘까요 ㅡㅠ","2017.02.01"
"1889","얘 이름이 뭔가요","2017.02.01"
"1890","이 식물의 이름을 알 수 있을까요","2017.02.01"
"1891","이 관목 이름이 뭔가요","2017.02.01"
"1892","이 꽃 이름이 뭔가요","2017.02.01"
"1893","이사왔는데 화분을 버리고 갔어요","2017.02.01"
"1894","안녕하세요 이사하면서 어머니께서 식물을하나받앗는데 키우는방법질문드립니다","2017.02.01"
"1895","제 루꼴라랑 바질 가망이 없나요ㅠㅠ","2017.02.01"
"1896","이 분 이름이 뭔가요","2017.02.01"
"1897","형님덜 키위나무 키워보셔떠여","2017.02.01"
"1898","형님덜 이거 추워서 잎이 다 죽엇는디 봄되면 새잎 돋나요","2017.02.01"
"1899","이식물어떻게키우나요ㅜㅠ","2017.02.01"
"1900","종이컵에 키우고 있는 홍옥","2017.02.01"
"1901","화원에서는 산세베리아 종류라고 하였으나","2017.02.01"
"1902","호접란 잎사귀가 하얗게 변했어요ㅠ","2017.02.01"
"1903","이 식물 이름이 뭔가요","2017.02.01"
"1904","잎과 뿌리를 약재로도 사용되는 늘푸른 여러해살이풀인 털머위","2017.02.01"
"1905","여기도 가 박사모글로 분탕치고 다니나요","2017.02.01"
"1906","힐링하러 왔습니다","2017.02.01"
"1907","제 다육이 죽어가는 건가요","2017.02.01"
"1908","겨울에 이 식물을 볼 수 있을까요","2017.01.31"
"1909","여기가 그천사갤인가요","2017.01.31"
"1910","저희 고무나무 왜이러는 걸까요","2017.01.31"
"1911","난 꽃대가 올라오려면 어떻게 해야할까요","2017.01.31"
"1912","여기 보이는 갈대 이름 알 수 있을까요","2017.01.31"
"1913","물 줄때 질문입니다","2017.01.31"
"1914","이 식물 이름좀 알려주세요","2017.01.31"
"1915","재근ㄴ님 아래 저 행운목도 좀봐주시면 안되나요","2017.01.31"
"1916","외로워서 다육식물 키울려고 하는데요","2017.01.31"
"1917","식물갤에서 안정을 취하고 사진한장 두고 갑니다","2017.01.31"
"1918","이거 무슨 병인가요","2017.01.31"
"1919","저 좀 도와주세요 제발요ㅠ","2017.01.31"
"1920","심심해서 지나갑니다","2017.01.31"
"1921","강낭콩 성장 타임랩스","2017.01.31"
"1922","식물 이름과 물 주는 방법 문의 합니다","2017.01.31"
"1923","스투키 꺾꽂이로 분갈이했는데 물을 줘야하나요","2017.01.31"
"1924","제 행운목 주근건가요ㅜㅠㅠㅠㅠ","2017.01.31"
"1925","식물갤 입갤합니다","2017.01.31"
"1926","행운목이 아파요 도와주세요 부탁드려요","2017.01.31"
"1927","혹시 이 식물 이름이랑 물주는법 알수있을까요ㅜ","2017.01.31"
"1928","사무실에 있는 화분들입니다 물을 언제쯤 주어야 할지 문의드립니다","2017.01.31"
"1929","디씨의 성역 식물갤러리 들렀다 갑니다","2017.01.31"
"1930","이 세상에서 가장 아름다운 꽃","2017.01.31"
"1931","여기는 이름 알려달라는 글밖에 없나요","2017.01.31"
"1932","오른쪽 식물 뭔지 알수있을까요","2017.01.31"
"1933","읽어주세요","2017.01.31"
"1934","이 식물이 잎이 노래지는데 이유를 모르겠습니다","2017.01.30"
"1935","최종구문초 스파티필름 레몬밤으로 결제했습니다","2017.01.30"
"1936","식물 꽃 이름중에","2017.01.30"
"1937","양배추가 자라요","2017.01.30"
"1938","흰색꽃이 피는 이 식물 이름이 궁금합니다","2017.01.30"
"1939","피그미 끈끈이주걱","2017.01.30"
"1940","이 나무 이름이 무엇인가요","2017.01.30"
"1941","감귤쥬스 vs 오렌지쥬스","2017.01.30"
"1942","이 열매 이름이 궁금해요","2017.01.30"
"1943","실례지만 식물 이름 좀 알려주세요","2017.01.30"
"1944","버섯은 식물이 아닙니다","2017.01.30"
"1945","년동안 헛 살아온것같아요","2017.01.30"
"1946","식물 이름이 궁금합니다","2017.01.30"
"1947","스킨답서스를 파는곳이 없네요","2017.01.30"
"1948","이 버섯 아시는분 먹어동되나용","2017.01.30"
"1949","선인장이 죽어가는 것 같습니다ㅠㅠ이 선인장 썩은 건가요","2017.01.30"
"1950","이 식물 종류가 뭘까요","2017.01.30"
"1951","이거 꽃이름이 뭔가요ㅎㅎ","2017.01.30"
"1952","로즈마리가 아파요ㅠㅡㅠ","2017.01.30"
"1953","좋아하는 사람을 위해 장미를 키우기로 했습니다 도와주세요","2017.01.30"
"1954","분탕좀 그만치고다녀라 야","2017.01.30"
"1955","식물과 꽃이름이 궁금합니다","2017.01.30"
"1956","향기나는 식물좀 키우고싶습니다ㅜ","2017.01.29"
"1957","파리지옥 끈끈이 얘 입 어떻게 벌리게 해요","2017.01.29"
"1958","이 식물 이름이 뭔가요","2017.01.29"
"1959","이꽃이름이 알고싶어요","2017.01.29"
"1960","이 꽃 뭐에요","2017.01.29"
"1961","꽃잎 보관법","2017.01.29"
"1962","이름이 뭔가여","2017.01.29"
"1963","식물이름이 궁금해요","2017.01.29"
"1964","이 식물 이름이 뭔가요 키우고 싶어요","2017.01.29"
"1965","이름 좀 알려주세요","2017.01.29"
"1966","이 풀 이름이 뭔가요","2017.01.29"
"1967","이 꽃 이름이 뭔지 물어봐도 될까요","2017.01.29"
"1968","이건 무슨 식물인가요","2017.01.29"
"1969","꽃 이름좀 알려주세요","2017.01.29"
"1970","수국을 키우고 싶어서 몇 가지 질문 좀 하려고 들렸습니다","2017.01.28"
"1971","어제 부모님과 크게 싸웠어요 제가 잘못한 걸까요","2017.01.28"
"1972","일주일 된 바질과 삼일 된 루꼴라","2017.01.28"
"1973","이꽃 이름 뭐임","2017.01.28"
"1974","이식물이름이뭔가요","2017.01.28"
"1975","거기 지나가는 아저씨","2017.01.28"
"1976","밖에 놔둔 스킨답서스가 얼어부렀읍니다","2017.01.28"
"1977","안녕하세요 식물이름 좀 여쭤봐도 될까요","2017.01.28"
"1978","영화에 나온 이 꽃의 이름이 궁금합니다","2017.01.28"
"1979","먼지제거식물은 얼마나 효과가 있습니까","2017.01.28"
"1980","선물받은 화분인데 무슨꽃이며 키우는법좀 부탁드립니다","2017.01.28"
"1981","이건 무슨 식물인가요","2017.01.28"
"1982","이거 서양난인가요","2017.01.28"
"1983","이 꽃이름 아시는분 있나요","2017.01.28"
"1984","식물갤에 들어와보니","2017.01.28"
"1985","이 식물 이름이 뭔가요","2017.01.28"
